公司碼,日期,序碼,說明,出事原因
1907 永豐餘,2017/6/21,01A03,科技6/20晚雙雙發布重訊指出，2家公司各以850萬美元(合計約5.16億元台幣),0 其他違法事件
1907 永豐餘,2017/6/21,01A04,認購Giant Crystal所發行的5年期交換債，於6/20到期， 由於Giant Crystal,0 其他違法事件
1907 永豐餘,2017/6/21,01A05,因上海靜安1788大樓買方交割遲延，昨天無法依約定還款，經其關係企業三寶,0 其他違法事件
1907 永豐餘,2017/6/21,01A06,建設公司通知請求展延到期日。,0 其他違法事件
1907 永豐餘,2017/6/21,01A07,3.債務人三寶建設提出延期還款協議方案，包括三寶建設相關款項合計約1229萬,0 其他違法事件
1907 永豐餘,2017/6/21,01A08,美元，至遲於106/9/20償還；債務人於永豐餘、元太簽署相關還款協議當天即,0 其他違法事件
1907 永豐餘,2017/6/21,01A09,先行支付新台幣500萬元作為部分清償。 另外，除原有已提供的抵押品外，增,0 其他違法事件
1907 永豐餘,2017/6/21,01A10,提土地一筆設定第一順位共同抵押權予交換債持有人等。,0 其他違法事件
1907 永豐餘,2017/6/16,01001,"＊發生其他負面事件,資訊公告",8 資訊公告
1907 永豐餘,2017/6/16,01A01,今日檢調至本公司進行調查，公司已配合提供相關資料，並協助檢調釐清案情。,8 資訊公告
1516 川飛,2017/6/14,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
1516 川飛,2017/6/14,01A01,1.更新投保中心對本公司提起訴訟第一審判決結果,7 訴訟案件
1516 川飛,2017/6/14,01A02,2.投保中心係因前負責人張維岳、張維軒兄弟等人於97年間掏空公司資產，致財,7 訴訟案件
1516 川飛,2017/6/14,01A03,報不實，投保中心進而代表投資人對張維岳、張維軒等人並對本公司連帶提起,7 訴訟案件
1516 川飛,2017/6/14,01A04,損害賠償之民事訴訟，標的1.78億。一審判決，財報不實與投資人受有跌價損,7 訴訟案件
1516 川飛,2017/6/14,01A05,失間無法證明因果關係，故原請求被告連帶給付金額為無理由，應予駁回。,7 訴訟案件
1516 川飛,2017/6/14,01A06,3.源於一審勝訴，評估何時拿回張氏兄弟及林作英財產處份之假扣押款0.37億，,7 訴訟案件
1516 川飛,2017/6/14,01A07,經評估，本判決投保中心之請求及假執行之聲請均已被駁回，臺中法院告知本,7 訴訟案件
1516 川飛,2017/6/14,01A08,公司投保中心尚無法動用此筆假扣押款項，且尚需視投保中心是否再行上訴；,7 訴訟案件
1516 川飛,2017/6/14,01A09,另台北法院並未判決本公司可取回遭該假扣押款。綜上所述，此一審判決對本,7 訴訟案件
1516 川飛,2017/6/14,01A10,公司並無增加財務收入，尚須待法院三審定讞。,7 訴訟案件
1560 中砂,2017/6/13,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
1560 中砂,2017/6/13,01A01,智財法院中間判決認定本公司有權實施宋健民名義登記之16件專利，並得請求移,7 訴訟案件
1560 中砂,2017/6/13,01A02,移轉登記其中12件專利； 其餘4件專利部分，因中間判決本身不得單獨提起上訴,7 訴訟案件
1560 中砂,2017/6/13,01A03,，本公司將於本案終局判決後再提起上訴。,7 訴訟案件
2491 吉祥全,2017/6/9,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
2491 吉祥全,2017/6/9,01A01,1.本公司董事長簽署和解契約,7 訴訟案件
2491 吉祥全,2017/6/9,01A02,2.本公司與Toshiba Corporation(株式會社 東芝)就光碟產品之專利權訴訟案，,7 訴訟案件
2491 吉祥全,2017/6/9,01A03,董事長正式代表公司於106/6/9與東芝公司完成簽署和解契約。(對財務業務影,7 訴訟案件
2491 吉祥全,2017/6/9,01A04,響金額，不超過已揭露估計訴訟和解損失0.77億元),7 訴訟案件
3045 台灣大,2017/6/9,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
3045 台灣大,2017/6/9,01A01,1.就遠傳105/4/11對本公司聲請假處分案補充說明,7 訴訟案件
3045 台灣大,2017/6/9,01A02,2.台灣大就高院105年度抗字第948號裁定，就不利於台灣大哥大部分向最高法院,7 訴訟案件
3045 台灣大,2017/6/9,01A03,提起再抗告。最高法院於106年度台抗字第405號裁定如下：原裁定廢棄，應由,7 訴訟案件
3045 台灣大,2017/6/9,01A04,高院更為裁定。,7 訴訟案件
3045 台灣大,2017/6/9,01A05,3.影響:(1)本案C4頻率6.2 MHz，台灣大已於105/9/28繳回C4部分頻率5MHz。(2),7 訴訟案件
3045 台灣大,2017/6/9,01A06,依NCC規定2G業務將於106/6/30終止，故本案剩餘C4頻率1.2 MHz，台灣大將依,7 訴訟案件
3045 台灣大,2017/6/9,01A07,規定於6/30繳回NCC；供4G業務使用之C1頻率，仍可繼續使用。(3)故最高法院,7 訴訟案件
3045 台灣大,2017/6/9,01A08,106年度台抗字第405號裁定對於台灣大頻譜使用、營運及用戶權益之財務面或,7 訴訟案件
3045 台灣大,2017/6/9,01A09,業務面而言，均無重大影響。,7 訴訟案件
2002 中鋼,2017/6/8,01001,"＊發生其他負面事件,資訊公告",8 資訊公告
2002 中鋼,2017/6/8,01A01,1.澄清中央社報導說明。,8 資訊公告
2002 中鋼,2017/6/8,01A02,2.墨西哥於當地時間 6/5公告對於中國大陸及台灣所提控之鍍面鋼材反傾銷案終,8 資訊公告
2002 中鋼,2017/6/8,01A03,判稅率，將對台灣中鋼徵收22.26%反傾銷稅，對台灣其他廠商課徵52.57%稅率,8 資訊公告
2002 中鋼,2017/6/8,01A04,。墨國所計算出之終判稅率為本公司成功平反並爭取到較初判(每公斤0.563美,8 資訊公告
2002 中鋼,2017/6/8,01A05,元)為佳之稅率， 目前本公司對判決認為有疑義之處已委請律師研議後續對策,8 資訊公告
2002 中鋼,2017/6/8,01A06,。中鋼於受調期間及105年出口至墨西哥鍍面產品占公司整體產銷比例極低(約,8 資訊公告
2002 中鋼,2017/6/8,01A07,0.56%)，對中鋼影響有限。,8 資訊公告
2491 吉祥全,2017/6/7,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
2491 吉祥全,2017/6/7,01A01,1.臺灣高等法院判決駁回投保中心就本公司前任及現任負責人及董事監察人等請,7 訴訟案件
2491 吉祥全,2017/6/7,01A02,求損害賠償事件之訴。,7 訴訟案件
2491 吉祥全,2017/6/7,01A03,2.本公司前負責人於97/4間出售本公司所持有之不動產，涉有意圖為自己利益使,7 訴訟案件
2491 吉祥全,2017/6/7,01A04,本公司為不利益之交易，又未依法應公告並向主管機關申報之財務報告內容隱,7 訴訟案件
2491 吉祥全,2017/6/7,01A05,匿關係人交易資訊為虛偽之記載，而遭以違反證券交易法起訴，投保中心據此,7 訴訟案件
2491 吉祥全,2017/6/7,01A06,請求民事損害賠償之訴訟。本案前經臺灣臺北地方法院判決：原告(投保中心),7 訴訟案件
2491 吉祥全,2017/6/7,01A07,之訴及假執行之申請均駁回，訴訟費用由原告負擔。後投保中心不服上訴臺灣,7 訴訟案件
2491 吉祥全,2017/6/7,01A08,高等法院。本案經臺灣高等法院審理後判決：上訴駁回。,7 訴訟案件
2491 吉祥全,2017/6/7,01A09,3.當事人所涉案件係屬個人訴訟，且全案尚未定讞，其法律效果不及於本公司。,7 訴訟案件
2491 吉祥全,2017/6/7,01A10,另本公司已與投保中心於103/2/14簽訂和解協議書達成和解，和解重要內容請,7 訴訟案件
2491 吉祥全,2017/6/7,01A11,參閱本公司財務報告。,7 訴訟案件
2491 吉祥全,2017/6/6,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
2491 吉祥全,2017/6/6,01A01,本公司董事會決議通過本公司與Toshiba Corporation(東芝) 間光碟產品專利權,7 訴訟案件
2491 吉祥全,2017/6/6,01A02,訴訟之和解案，並授權董事長於依和解契約內容在一定金額及條件下，全權處理,7 訴訟案件
2491 吉祥全,2017/6/6,01A03,後續相關簽約事宜。,7 訴訟案件
2104 國際中橡,2017/6/1,01001,"＊發生其他負面事件,資訊公告",8 資訊公告
2104 國際中橡,2017/6/1,01A01,1.說明通訊網路新聞報導。,8 資訊公告
2104 國際中橡,2017/6/1,01A02,2.導內容:「中橡林園碳煙廠非法清廢油泥」。本公司高雄林園廠，於104/7間進,8 資訊公告
2104 國際中橡,2017/6/1,01A03,行1號舊油槽清洗處理工程，預備換上新的油槽，該工程係公開招標。 然該工,8 資訊公告
2104 國際中橡,2017/6/1,01A04,程行在施作期間，多次藉詞停工變更報價要求巨額調漲價格、甚且任意停工違,8 資訊公告
2104 國際中橡,2017/6/1,01A05,反契約；而針對廠商指稱11號油槽含有有機溶劑一事，本公司林園廠經採樣自,8 資訊公告
2104 國際中橡,2017/6/1,01A06,行化驗亦查無上述情事。本公司林園廠因此工期延宕，除造成生產線損失之外,8 資訊公告
2104 國際中橡,2017/6/1,01A07,，並面臨後續新油槽裝設時程延遲，恐產生賠償問題；因此，不得不依約終止,8 資訊公告
2104 國際中橡,2017/6/1,01A08,與該工程行合約，改由其他合法廠商接續施作11號舊油槽油泥清洗處理工程，,8 資訊公告
2104 國際中橡,2017/6/1,01A09,並於105/11完成。而舊的11號油槽內之物質經過合法廠商妥善依法處理，並分,8 資訊公告
2104 國際中橡,2017/6/1,01A10,批依法申報、完成法定程序，均無發現任何有害物質，或任何違反廢棄物處理,8 資訊公告
2104 國際中橡,2017/6/1,01A11,法令之事實。,8 資訊公告
1301 台塑,2017/5/31,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
1301 台塑,2017/5/31,01A01,1.台塑越南鋼廠試車爆炸，濾布出問題導致。,9 環保與安全
1301 台塑,2017/5/31,01A02,2.台塑越南鋼廠近日點火試車，昨天晚上卻突然發生爆炸事故。當地相關機關與,9 環保與安全
1301 台塑,2017/5/31,01A03,廠方檢查事故原因後指出，石灰爐集塵設備濾布出了問題，導致爐內壓力增高,9 環保與安全
1301 台塑,2017/5/31,01A04,，因而發生爆炸。,9 環保與安全
6464 台數科,2017/5/31,01001,"＊發生財務危機,紓困財危",G 紓困財危
6464 台數科,2017/5/31,01A01,1.台數科買東森TV，可能被否決。,G 紓困財危
6464 台數科,2017/5/31,01A02,2.NCC近期續審台數科收購東森電視股權案， 據了解，除非法令有其他解釋空間,G 紓困財危
6464 台數科,2017/5/31,01A03,，否則因台數科為上市櫃公司，難以避免黨政軍條款的影響，希望法令改變後,G 紓困財危
6464 台數科,2017/5/31,01A04,再尋求收購的可能性，內部人員透露，「朝否決的方向發展」。,G 紓困財危
6464 台數科,2017/5/31,02001,"＊發生其他負面事件,其他",U 其他
6464 台數科,2017/5/31,02A01,1.台數科收購東森電視破局，NCC質疑易涉黨政軍投資決議不予同意。,U 其他
6464 台數科,2017/5/31,02A02,2.台數科收購東森電視案宣告破局，NCC 5/31召開委員會決議不予同意， NCC指,U 其他
6464 台數科,2017/5/31,02A03,出委員會認為，這件收購案對整體公共利益的損害大於其助益，經多數決議不,U 其他
6464 台數科,2017/5/31,02A04,同意。,U 其他
6464 台數科,2017/5/31,02A05,3.另中國新洪門黨及屏東縣議員宋麗華分別自股票公開市場購入台數科股票，導,U 其他
6464 台數科,2017/5/31,02A06,致間接投資台數科旗下中投等 5家有線電視系統經營者及相關衛星廣播電視事,U 其他
6464 台數科,2017/5/31,02A07,業，NCC委員會議決議開罰，各處20萬元罰鍰，且需在裁處書送達日起1年內改,U 其他
6464 台數科,2017/5/31,02A08,正，否則得按次連續處罰。,U 其他
2448 晶電,2017/5/25,01001,"＊發生其他負面事件,內控不當",Q 內控不當
2448 晶電,2017/5/25,01A01,1.檢調針對本公司一位員工(專案副理)違反本公司之營業秘密案件展開調查。,Q 內控不當
2448 晶電,2017/5/25,01A02,2.在調查過程中，本公司充分與地檢署檢察官以及調查局合作，針對該名重大不,Q 內控不當
2448 晶電,2017/5/25,01A03,法嫌疑之員工進行事證之調查。基於偵查不公開原則，本公司無法對相關訊息,Q 內控不當
2448 晶電,2017/5/25,01A04,進行評論。,Q 內控不當
3045 台灣大,2017/5/25,01001,"＊發生其他負面事件,內控不當",Q 內控不當
3045 台灣大,2017/5/25,01A01,亞太電信借用本公司行動寬頻網路提供服務，因其未依期限完成全部改善，致本,Q 內控不當
3045 台灣大,2017/5/25,01A02,公司遭NCC裁處罰鍰新台幣240萬元。,Q 內控不當
2330 台積電,2017/5/23,01001,"＊發生其他負面事件,其他",U 其他
2330 台積電,2017/5/23,01A01,1.千附遭爆主管盜賣台積電資產,U 其他
2330 台積電,2017/5/23,01A02,2.千附離職員工向媒體爆料，千附廠務工程事業處主管利用職權，將承包的台積,U 其他
2330 台積電,2017/5/23,01A03,電南科廠高單價PVDF閥件及管材、PP閥件 運回公司庫房， 用有機溶劑及刀片,U 其他
2330 台積電,2017/5/23,01A04,清除可以證明屬於台積電資產的標籤，並要求工程師加班處理這些證據，之後,U 其他
2330 台積電,2017/5/23,01A05,再用這些拆裝品去承包台積電相關工程，進而從中獲利。 (該批物料金額約40,U 其他
2330 台積電,2017/5/23,01A06,多萬),U 其他
2330 台積電,2017/5/23,01A07,3.千附提出3點聲明：(1)公司拆裝所承包台積電相關工程之閥件及管材係為承包,U 其他
2330 台積電,2017/5/23,01A08,工程的項目內容之一； (2)所有工程安裝的閥件及管材在品質上均達到台積電,U 其他
2330 台積電,2017/5/23,01A09,規範要求；(3)經調查並無不法之情事，唯程序控管待加強，已進行改善。,U 其他
2330 台積電,2017/5/23,01A10,4.台積電表示，目前正調查中，若情況屬實，將予以嚴厲處分。,U 其他
1904 正隆,2017/5/23,01001,"＊發生重大財務事件,景氣不佳停工",T 景氣不佳停工
1904 正隆,2017/5/23,01A01,1.公告子公司上海中隆紙業全面停產,T 景氣不佳停工
1904 正隆,2017/5/23,01A02,2.因上海市政府要求上海中隆之熱電鍋爐須於 106年底完成使用清潔能源取代現,T 景氣不佳停工
1904 正隆,2017/5/23,01A03,用之煤炭，經上海中隆多年來之評估，熱電鍋爐改採清潔能源將使能源成本大,T 景氣不佳停工
1904 正隆,2017/5/23,01A04,幅增加，原紙成本亦將因此大幅上升而不具市場競爭力，另上海中隆多次向上,T 景氣不佳停工
1904 正隆,2017/5/23,01A05,海市政府及所屬各級主管機關爭取展延期限亦未獲正面反應及同意，為維護權,T 景氣不佳停工
1904 正隆,2017/5/23,01A06,益並遵循法令要求，擬於106年12月底全面停止生產。,T 景氣不佳停工
1904 正隆,2017/5/23,01A07,3.105年停工產能、產量與營收佔比分別為421千噸、404千噸及9.69%。,T 景氣不佳停工
