公司,年月,TCRI,總分,規模,獲利,安全,效率,CFO,CFO不一致,利息支出率,資產報酬%,營業利益%,借款息%,平均收款天增減,平均售貨天增減,借款依存度%,營收
3167 大量,2014/12/31,5,463,19,58,97,-40,0.83,,0.55,7.38,7.63,1.96,19,-38,49,24
1521 大億,2014/12/31,4,633,33,76,92,61,3.71,,0.02,11.31,7.91,1.51,-3,0,0,50
3702 大聯大,2014/12/31,4,588,140,34,48,62,-133.81,+,0.24,4.5,1.71,1.83,5,3,148,4525
6184 大豐電,2014/12/31,,565,12,61,92,82,4.26,,3.2,4.06,30.12,1.6,7,12,60,9
8473 山林水,2014/12/31,5,433,22,68,75,-40,8.66,,7.45,5.5,32.35,3.39,-130,0,64,15
2059 川湖,2014/12/31,3,802,49,120,100,44,18.99,,0.15,23.23,42.03,1.71,-4,-6,5,43
5521 工信,2014/12/31,6,293,58,-5,73,-27,1.95,,1.07,-1.07,-3.11,2.47,-35,-16,60,58
1762 中化生,2014/12/31,7,195,12,6,65,-40,0.23,,1.48,0.87,3.26,1.35,0,26,71,9
1535 中宇,2014/12/31,4,706,65,62,100,90,-2.64,+,0,8.9,5.18,7,-1,-1,0,104
1718 中纖,2014/12/31,7,589,140,29,51,69,98.75,,1.76,0.52,8.66,1.86,13,-6,67,341
1701 中化,2014/12/31,6,397,59,25,82,-40,3.3,,0.85,2.69,6.09,1.39,-4,10,57,53
1314 中石化,2014/12/31,5,648,140,-8,100,93,-23.56,,0.2,-4.25,-2.65,1.09,-1,-2,17,332
2104 國際中橡,2014/12/31,4,700,130,36,91,59,24.57,,1.72,3.22,12.14,4.31,1,-8,44,220
1560 中砂,2014/12/31,4,699,39,100,97,31,11.29,,0.11,13.82,19.95,1.54,-4,15,3,44
2612 中航,2014/12/31,5,495,51,38,75,45,11.05,,5.54,2.09,16.03,1.85,1,0,89,35
2613 中櫃,2014/12/31,7,461,32,25,92,32,2.33,,0.91,2.7,5.55,2.06,-2,2,42,27
2002 中鋼,2014/12/31,3,632,140,42,56,57,645.61,,1.18,4.16,8.46,1.51,3,-1,83,3665
2013 中鋼構,2014/12/31,5,413,97,9,53,33,-3.51,+,0.34,1.69,0.8,1.29,7,5,105,173
2515 中工,2014/12/31,6,488,118,11,87,-40,20.1,,0.99,2.07,2.92,1.75,-24,58,39,139
2204 中華,2014/12/31,4,752,140,32,100,75,34.51,,0.06,4.81,5.41,2.31,-1,-9,2,360
2475 華映,2014/12/31,8,144,140,-18,-55,82,23.51,,4.28,-2.33,-4.34,4.61,7,5,271,564
1905 華紙,2014/12/31,5,543,125,0,91,22,7.34,,0.31,0.17,-0.77,1.48,6,5,22,211
2610 華航,2014/12/31,6,219,140,0,-37,47,168.53,,1.48,0.49,1.78,1.74,1,0,256,1506
2412 中華電,2014/12/31,1,894,140,79,96,89,713.8,,0.02,8.82,19.9,1.26,2,0,1,2266
2450 神腦,2014/12/31,4,715,125,30,94,93,12.32,,0.03,5.34,0.67,2.62,0,2,9,414
9933 中鼎,2014/12/31,2,686,140,44,90,5,61.2,,0.15,5.13,4.68,2.08,-1,1,19,577
5388 中磊,2014/12/31,4,691,114,53,83,56,7.8,,0.36,6.28,5.46,3.04,12,3,50,232
1513 中興電,2014/12/31,5,566,83,41,94,-6,6.55,,0.18,4.7,6.97,1.15,1,-14,24,113
1723 中碳,2014/12/31,3,884,66,120,100,93,22.05,,0.03,25.61,26.3,4.25,-2,2,1,88
2323 中環,2014/12/31,7,549,123,-9,90,58,29.62,,1.42,-3.74,-4.31,3.12,-16,-7,27,161
2390 云辰,2014/12/31,7,207,17,-4,75,-40,1,,1.34,-1.84,-1.85,1.93,-42,-80,35,12
3494 誠研,2014/12/31,7,323,24,19,86,-39,1.35,,0.93,2.69,5.06,1.99,3,-2,35,22
1733 五鼎,2014/12/31,5,539,15,82,95,-21,2.68,,0.43,10.21,17.52,1.64,-3,-11,21,18
2324 仁寶,2014/12/31,3,680,140,28,83,66,338.99,,0.12,3.52,1.55,1.57,-10,-2,67,8457
6209 今國光,2014/12/31,5,418,42,-4,96,58,2.54,,0.55,-1.61,-2.73,1.8,9,9,30,43
2034 允強,2014/12/31,4,720,107,51,96,68,16.79,,0.2,8.91,3.81,1.09,-2,-4,41,254
6443 元晶,2014/12/31,7,430,53,27,52,86,6.34,,1.28,3.6,4.49,2.56,3,4,96,63
4938 和碩,2014/12/31,3,764,140,46,90,75,482.54,,0.09,5.62,4.38,1.89,-1,-2,29,10197
2705 六福,2014/12/31,7,264,42,1,58,-40,3.18,,2.58,0.5,1.07,2.28,-1,-18,67,28
2444 兆勁,2014/12/31,8,404,10,18,89,63,1.66,,0.49,3.64,1.97,2.38,-14,-12,26,16
6142 友勁,2014/12/31,7,302,53,-8,55,57,-1.91,,1.42,-2.51,-1.85,1.64,12,13,116,51
2332 友訊,2014/12/31,4,582,137,6,90,22,-9.55,+,0.07,0.03,3.64,1.47,5,4,21,303
2409 友達,2014/12/31,6,703,140,41,74,78,633.93,,1.04,4.87,5.26,2.66,0,-1,71,4082
1233 天仁,2014/12/31,4,579,14,74,99,32,2.16,,0.03,11.29,11.21,1.73,-1,2,3,21
6225 天瀚,2014/12/31,D,-14,0,-60,69,-40,-0.97,,1.6,-60.91,-87.6,7.13,-11,47,42,1
4934 太極,2014/12/31,7,486,54,13,86,82,5.77,,0.95,3.07,1.82,4.23,-26,3,29,66
3036 文曄,2014/12/31,4,616,140,35,67,31,-38.22,+,0.16,4.7,2.39,1.4,4,-4,103,1078
2451 創見,2014/12/31,2,879,133,89,100,46,31.12,+,0.03,14.35,13.95,1.34,1,-1,4,272
2547 日勝生,2014/12/31,8,-137,54,-1,-67,-40,-56.49,+,25.69,0.59,0.25,2.96,122,4326,218,38
3090 日電貿,2014/12/31,6,521,59,45,83,19,-3.33,+,0.44,6.31,4.2,1.95,21,18,75,85
1227 佳格,2014/12/31,3,789,111,81,100,24,20.84,,0.11,12.33,11.74,1.93,4,7,12,218
1732 毛寶,2014/12/31,6,324,3,-4,100,30,0.04,,0,-1.67,-2.66,0,-6,-11,0,6
2727 王品,2014/12/31,4,716,88,71,100,-40,13.85,,0,10.68,7.13,0,-1,9,0,169
2383 台光電,2014/12/31,4,734,105,73,94,24,19.76,,0.25,10.11,8.55,1.97,1,-1,29,189
8039 台虹,2014/12/31,4,607,77,62,100,-34,10.16,,0.66,7.94,9.7,2.34,37,-2,38,101
6269 台郡,2014/12/31,4,716,97,79,86,26,33.92,,0.85,8,15.59,2.22,7,8,63,131
8011 台通,2014/12/31,5,418,27,1,100,61,-1.76,,1.36,0.57,1.14,2.09,-32,-31,52,20
2314 台揚,2014/12/31,8,256,50,-23,61,43,-3.05,,0.62,-6.72,-5.09,2.12,-6,8,98,63
1724 台硝,2014/12/31,6,369,12,14,89,35,1.61,,0.26,1.86,5.26,1.13,-9,1,18,14
6505 台塑化,2014/12/31,3,649,140,8,85,90,648.8,,0.33,2.37,0.48,1.45,-6,1,83,9131
3532 台勝科,2014/12/31,5,686,95,43,100,67,37.18,,0.16,5.07,10.15,1.52,,,4,111
1309 台達化,2014/12/31,7,352,99,-16,42,78,-2.04,,0.51,-4.59,-2.73,1.6,5,0,157,209
2308 台達電,2014/12/31,1,876,140,81,100,52,278.95,,0.09,10.8,12.04,0.73,2,6,28,1906
1220 台榮,2014/12/31,6,420,27,2,100,59,0.83,,0.15,1.24,1.13,1.55,-3,-16,23,38
4746 台耀,2014/12/31,7,416,31,59,72,-40,2.8,,1.29,5.39,14.01,1.67,0,47,70,25
2636 台驊投控,2014/12/31,5,546,51,30,100,32,1.75,,0.11,4.76,2.31,1.96,-2,0,27,97
1215 卜蜂,2014/12/31,4,676,89,58,80,83,10.49,,0.2,9.01,5.52,1.47,-1,-2,42,175
1614 三洋電,2014/12/31,4,545,48,25,100,75,4.01,,0.07,3.64,5.04,1.34,-4,-17,6,52
2841 台開,2014/12/31,9,270,26,58,28,-40,13.11,,13.36,3.88,53.57,3.25,22,32642,49,18
3045 台灣大,2014/12/31,1,850,140,99,64,81,283.39,,0.55,11.62,17.53,1.19,5,0,83,1126
1326 台化,2014/12/31,3,682,140,8,98,83,336.38,,0.71,2.41,1.8,1.74,0,0,50,4015
1101 台泥,2014/12/31,3,710,140,68,84,-28,198.52,,1.5,6.22,17.05,1.87,6,2,61,1183
2338 光罩,2014/12/31,5,373,21,2,100,24,3.24,,0,1.33,1.75,0.74,-12,17,0,18
2642 宅配通,2014/12/31,5,509,18,42,100,36,1.76,,0,6.17,5.78,0,0,0,0,26
2330 台積電,2014/12/31,1,1005,140,119,100,67,4211.81,,0.42,19.34,39.04,1.32,5,6,24,7628
5608 四維航,2014/12/31,8,20,61,5,-48,50,14.48,,5.98,0.61,3.13,1.33,1,0,234,45
9921 巨大,2014/12/31,3,789,140,74,83,40,38.99,+,0.21,9.88,8.1,1.11,-4,-4,57,600
1539 巨庭,2014/12/31,6,483,16,59,73,54,1.27,,0.72,7.89,6.3,3.57,-2,-20,65,25
6192 巨路,2014/12/31,4,649,49,79,100,13,8.55,,0.11,10.28,13.89,2.01,-6,10,8,59
1475 本盟,2014/12/31,9,-23,2,-37,13,46,-0.41,,5.1,-9.9,-20.78,3.85,-6,4,144,2
4906 正文,2014/12/31,5,511,104,2,84,48,-7.24,+,0.37,1.38,-1.12,1.36,22,8,50,177
1538 正峰新,2014/12/31,9,207,8,-18,55,80,-0.31,,2.54,-4.27,-13.26,3.51,-2,-2,76,9
2392 正崴,2014/12/31,4,633,140,11,82,73,30.15,,0.33,2.21,1.71,1.87,7,3,55,911
1904 正隆,2014/12/31,5,530,140,5,61,51,35.58,,1.18,1.24,2.83,2.46,-7,-3,93,449
2105 正新,2014/12/31,3,849,140,87,79,72,256,,0.9,10.29,16.2,1.98,8,-4,63,1290
1506 正道,2014/12/31,7,270,13,3,81,-10,0.53,,0.99,1.41,2.26,4.23,5,-4,27,16
3149 正達,2014/12/31,6,295,82,-26,47,69,9.98,,4.13,-7.17,-19.25,4.27,-1,-24,124,79
1507 永大,2014/12/31,4,726,131,68,100,-40,21.98,,0,6.55,11.41,0,-1,-30,0,239
3705 永信,2014/12/31,4,606,56,76,98,-29,11.94,,0.33,9.62,14.69,1.77,-4,-19,19,58
1726 永記,2014/12/31,3,687,66,85,100,1,10.97,,0.01,12.25,15.8,4.53,-2,4,0,83
1323 永裕,2014/12/31,5,653,28,81,100,54,5.21,,0.54,9.83,13.72,1.99,4,-1,49,35
1907 永豐餘,2014/12/31,5,520,140,2,64,42,24.5,,1.44,1.43,0.96,1.87,2,-1,96,609
3406 玉晶光,2014/12/31,6,385,83,-12,71,44,-3.88,,1.38,-4.02,-5.71,3.54,-8,-4,59,104
3026 禾伸堂,2014/12/31,4,647,93,34,100,60,17.4,,0.17,4.89,4.72,1.25,2,0,21,160
2472 立隆電,2014/12/31,5,597,54,68,90,15,7.25,,0.58,8.9,10.91,1.53,-1,3,50,61
3054 立萬利,2014/12/31,6,420,14,1,100,88,4.73,,0.42,1.06,-0.25,2.27,0,-24,39,22
3058 立德,2014/12/31,6,409,44,1,90,50,3.01,,0.17,0.16,1.13,1.13,6,6,32,54
2439 美律,2014/12/31,4,778,78,89,100,57,12.75,,0.01,13.42,11.99,0.92,6,-1,0,123
2419 仲琦,2014/12/31,6,500,52,31,96,15,1.31,,0.56,3.8,4.91,2.23,3,35,52,61
2485 兆赫,2014/12/31,3,596,65,35,100,62,9.35,,0.06,5.97,3.63,2.67,-3,15,3,77
6285 啟碁,2014/12/31,3,759,140,44,93,68,14.24,,0.12,6.08,4.34,1.89,4,2,18,403
2461 光群雷,2014/12/31,6,493,42,40,96,1,2.24,,0.78,5.1,6.14,1.95,2,2,51,42
2340 光磊,2014/12/31,5,621,66,56,100,20,13.08,,0.91,5.95,12.1,2.21,-6,5,32,63
2301 光寶科,2014/12/31,3,677,140,28,85,58,138.69,,0.29,3.28,3.46,1.56,-2,3,57,2306
2509 全坤建,2014/12/31,5,-4,1,-11,23,-40,-14.2,+,79.41,-2.43,-529.01,1.89,25,60053,73,0
6281 全國電,2014/12/31,4,603,72,55,74,73,4.47,,0,8.39,2.99,0,-1,3,0,159
3015 全漢,2014/12/31,4,580,95,15,100,46,3.51,,0.03,2.84,1.61,2.71,0,7,3,158
1618 合機,2014/12/31,5,345,22,-4,100,15,-2.25,,0.01,-1.24,-4.71,0,4,22,0,18
6271 同欣電,2014/12/31,3,801,78,91,100,72,23.65,,0.45,11.39,21.17,1.34,-7,3,39,83
1442 名軒,2014/12/31,7,59,21,67,-47,-40,-12.34,+,11.76,4.37,31.9,2.44,5,3293,184,15
9943 好樂迪,2014/12/31,5,722,28,103,100,48,6.81,,0.12,15.67,19.51,2.04,-2,0,5,32
4414 如興,2014/12/31,8,277,20,6,78,-15,1.45,,1.56,2.12,2.37,3.42,11,20,64,25
8271 宇瞻,2014/12/31,5,699,53,73,99,79,2.01,,0.04,13.06,5.9,1.48,4,8,13,102
3528 安馳,2014/12/31,6,458,21,61,74,10,-7.52,+,0.29,9,6.71,1.87,-7,15,75,32
8021 尖點,2014/12/31,5,562,40,63,100,-7,7.12,,1.01,6.27,15.43,2.83,-16,-14,24,32
6196 帆宣,2014/12/31,5,545,88,31,88,11,5.63,,0.2,3.96,3.23,2.9,2,2,22,150
1451 年興,2014/12/31,4,574,88,19,100,42,13.83,,0.15,3.8,2.44,1.34,8,5,15,132
9934 成霖,2014/12/31,5,519,106,9,82,34,-3.59,+,0.47,2.07,1.43,2.19,3,-3,62,200
4119 旭富,2014/12/31,5,530,16,76,100,-32,3.59,,0.92,7.52,20.67,2.06,-4,23,28,15
1525 江申,2014/12/31,6,478,16,41,85,70,0.31,,0.03,8.78,1.82,0.75,-2,-13,2,12
6152 百一,2014/12/31,5,370,56,-11,88,29,0.07,,0.24,-3.71,-4.38,1.82,30,15,43,74
3591 艾笛森,2014/12/31,6,392,34,-2,94,47,1.76,,0.54,0.17,-2.98,1.72,6,-17,26,29
1558 伸興,2014/12/31,4,753,47,99,100,62,8.02,,0.01,15.77,15.34,0,-1,-3,0,62
5305 敦南,2014/12/31,5,610,88,37,91,49,11.02,,0.7,4.29,6.17,1.75,0,6,46,101
3052 夆典,2014/12/31,6,406,42,29,57,64,-2.08,+,0.89,2.83,6.49,1.87,83,86,83,37
6277 宏正,2014/12/31,4,720,42,105,98,27,8.96,,0.31,14.07,20.9,2.01,3,1,20,49
1236 宏亞,2014/12/31,6,384,20,7,85,69,2.08,,0.32,1.85,2.29,1.29,6,3,33,24
3605 宏致,2014/12/31,4,553,42,45,100,35,7,,0.3,4.51,9.95,1.61,-5,-5,18,41
1612 宏泰,2014/12/31,4,419,37,1,100,43,0.8,,0.03,1.27,-0.59,2.02,-1,8,1,38
1452 宏益,2014/12/31,5,547,15,48,100,74,0.6,,0.03,7.45,6.72,0.83,-3,2,0,21
2534 宏盛,2014/12/31,6,-107,13,-4,-26,-40,-11.2,+,26.87,-0.19,-4.31,2.04,2,-8889,151,10
2536 宏普,2014/12/31,5,443,61,73,47,-40,37.14,,3.47,5.71,31.28,1.83,1,-305,62,45
2498 宏達電,2014/12/31,3,648,140,3,96,72,-2.62,+,0.01,1.07,0.63,2.7,-10,-3,0,1879
6168 宏齊,2014/12/31,6,586,42,46,100,65,6.95,,0.23,7.14,4.41,1.55,-18,4,27,54
2527 宏璟,2014/12/31,7,524,65,71,38,67,21.87,,3.49,6.48,16.82,2.14,-3,-932,87,50
2484 希華,2014/12/31,6,547,26,58,100,22,4.46,,0.42,7.86,9.04,2.08,12,-16,20,27
2358 廷鑫,2014/12/31,7,381,8,-7,100,86,-0.54,,0.16,-3.71,-2.29,2.51,-13,-6,25,18
2376 技嘉,2014/12/31,4,769,140,40,100,69,24.76,,0.03,6.8,3.4,2.37,1,1,0,545
2025 千興,2013/12/31,8,245,27,-31,65,89,-1.96,,0.53,-11.91,-8.64,2.09,0,-25,64,41
1453 大將,2013/12/31,7,282,4,5,100,-40,-0.33,,0.05,1.74,2.64,1.09,12,178,1,3
3701 大眾控,2013/12/31,9,325,86,-12,44,59,9.5,,0.84,-3.31,-3.58,1.8,-16,-6,124,128
1611 中電,2013/12/31,6,253,48,-6,69,-32,1.64,,3.2,-2.31,-2.81,3.2,60,103,64,32
9917 中保,2013/12/31,3,837,94,96,91,88,12.87,+,0.17,11.81,18.77,1.27,0,-1,27,126
2474 可成,2013/12/31,3,893,140,102,100,8,201.33,,0.71,13.5,32.18,1.35,2,3,28,432
2103 台橡,2013/12/31,4,713,140,43,78,70,42.01,,0.54,5.42,6.24,1.57,-6,10,65,344
1301 台塑,2013/12/31,3,760,140,31,100,88,162.68,,0.7,5.67,2.08,1.49,0,-5,39,2154
2611 志信,2013/12/31,8,307,23,-7,86,-8,-0.49,,2.34,-2.42,-3.76,2.8,76,-90,42,16
1201 味全,2013/12/31,4,429,140,33,30,-40,8.97,,0.83,2.94,5.63,1.46,-3,-5,148,292
2020 美亞,2013/12/31,7,462,47,22,82,59,4.29,,0.83,3.09,4.7,2.29,0,-7,37,53
2504 國產,2013/12/31,4,602,140,8,80,59,29.37,,0.94,2.21,1.08,1.63,-5,-7,70,316
9919 康那香,2013/12/31,5,345,46,0,74,33,2.23,,1.11,0.32,0.82,1.85,-1,2,76,44
3027 盛達,2013/12/31,6,380,11,4,100,48,-3.55,,0.36,1.92,-0.49,1.08,8,9,27,11
1216 統一,2013/12/31,3,703,140,47,65,88,335.58,,0.52,5.76,4.83,1.8,-1,-1,90,4231
3041 揚智,2013/12/31,4,460,45,0,100,69,1.45,,0,0.05,0.99,0,11,25,0,42
1707 葡萄王,2013/12/31,4,775,42,120,100,32,15.76,,0,27.69,23.82,0.41,-4,0,1,56
2062 橋椿,2013/12/31,4,736,55,91,100,53,8.88,,0.34,12.65,16.21,1.15,-1,4,42,59
4141 龍燈-KY,2013/12/31,7,407,74,38,61,-40,-3.88,+,2.47,4.11,8.63,4.14,13,24,90,87
1310 台苯,2013/12/31,7,730,98,64,84,91,23.89,,0.38,10.61,5.11,2.61,-7,-1,32,204
1902 台紙,2013/12/31,5,451,64,0,95,39,7.38,,0.54,0.62,-1.95,1.7,-4,-11,35,66
4956 光鋐,2013/12/31,7,337,14,18,97,-36,2.96,,0.8,2.41,5.61,1.49,39,9,37,13
2337 旺宏,2013/12/31,6,411,134,-30,81,-9,-5.85,,1.54,-10.48,-24.47,1.72,1,30,67,222
2028 威致,2013/12/31,8,143,65,-16,-7,82,-9.47,+,0.84,-3.84,-3.54,2.77,0,0,191,104
2448 晶電,2013/12/31,4,530,135,7,93,-40,25.24,,1.76,1.08,3.76,2.49,19,2,41,222
1529 樂士,2013/12/31,9,108,1,-23,72,-40,0.24,,3.73,-9.35,-53.9,3.61,-622,-62,30,1
2633 台灣高鐵,2013/12/31,9,-481,140,58,-302,18,198.35,,27.1,2.02,31.56,2.16,0,20,1041,361
1413 宏洲,2013/12/31,8,163,32,-33,40,76,1.17,,0.53,-7.67,-7.38,2.04,-2,-25,129,47
6165 捷泰,2013/12/31,8,319,4,-20,100,71,0.15,,0.47,-8.12,-21.07,5.01,35,11,5,6
2915 潤泰全,2013/12/31,6,777,76,120,74,44,-0.99,,4.85,95.78,-18.69,2.12,-15,1,11,61
3593 力銘,2013/12/31,7,255,2,-45,100,86,-2.01,,1.52,-19.91,-204.46,2.02,113,1,7,2
2491 吉祥全,2013/12/31,D,-648,12,-38,-172,-40,-3.15,,3.59,-6.53,-30.12,1.56,-19,9,430,9
1449 佳和,2013/12/31,D,95,33,-18,15,37,-4.14,,1.41,-2.85,-5.14,3.05,1,-11,163,37
1457 宜進,2013/12/31,7,341,49,-2,58,75,-0.92,,1.99,-0.17,-1.26,2.49,4,2,90,44
2388 威盛,2013/12/31,8,194,61,-60,64,61,-27.3,+,1.19,-20.44,-29.27,2.26,3,-51,100,61
1218 泰山,2013/12/31,6,407,64,-6,72,82,7.88,,0.74,-1.18,-3.52,2.15,1,-1,92,91
2438 翔耀,2013/12/31,D,143,1,-8,69,-40,-0.25,,2.75,-1.12,-104.55,11.81,-440,64,0,0
8464 億豐,2013/12/31,-,144,81,120,-138,36,14.59,+,1.09,14.35,16.84,2.52,-3,4,401,121
1472 三洋紡,2013/12/31,9,79,6,-28,30,61,0.16,,1.99,-7.05,-3.23,2.93,2,-7,138,9
2353 宏碁,2013/12/31,4,567,140,-17,88,74,-86.51,,0.25,-5.05,-2.45,4.57,1,4,33,3601
3049 和鑫,2013/12/31,8,232,67,104,-87,47,31.89,,6.44,8.52,61.89,2.18,-21,-82,288,52
2008 高興昌,2013/12/31,8,234,18,-34,77,69,-5.89,,6.11,-8.32,-26.36,5.91,6,5,7,13
2540 愛山林,2013/12/31,9,570,6,114,73,-1,-3.68,+,1.89,17.27,41.21,8.52,47,254,7,5
1903 士紙,2013/12/31,7,319,31,-11,70,79,-2.07,,0.69,-2.21,-9.68,1.07,-3,1,40,20
1432 大魯閣,2013/12/31,8,211,12,-17,93,-40,-7.07,+,2.71,-6.39,-16.34,9.32,-1,2,13,9
1516 川飛,2013/12/31,9,337,1,9,70,100,0.05,,0.13,2.8,0.53,1.89,-30,0,15,1
1456 怡華,2013/12/31,D,-239,10,28,-101,-40,-10.01,+,7.92,2.18,11.86,3.38,54,228,299,8
2348 海悅,2013/12/31,7,588,7,120,82,-32,-3.88,+,0.68,39.71,39.25,1.82,40,302,71,9
6176 瑞儀,2013/12/31,3,852,140,74,95,67,83.69,,0.29,9.3,9.3,1.61,24,8,46,635
2616 山隆,2013/12/31,5,587,81,29,91,47,4.81,,0.01,4.84,1.05,0.77,0,0,9,198
2506 太設,2013/12/31,8,345,49,28,39,44,0.6,,7.19,5.13,-1.95,4.19,-1,-285,76,34
9906 欣巴巴,2013/12/31,8,48,13,4,-21,73,-9.45,+,3.08,1.17,2.79,2.84,-2280,-3794,216,10
3321 同泰,2013/12/31,-,552,23,88,78,9,3.87,,0.99,11.97,7.63,3.14,-8,-8,91,33
1786 科妍,2013/12/31,6,419,2,52,100,-40,0.37,,0.02,4.95,15.05,0,2,83,0,2
3673 TPK-KY,2013/12/31,3,646,140,57,38,83,185.26,,0.68,6.1,6.84,2.02,23,-3,156,1591
3004 豐達科,2013/12/31,6,404,10,69,48,33,3.37,,2.11,6.24,14.51,2.15,3,25,124,11
2511 太子,2013/12/31,6,563,126,50,37,49,-3.06,+,3.22,4.12,11.62,2.37,49,-34,130,172
9911 櫻花,2013/12/31,4,611,42,54,100,65,5.19,,0.1,7.26,8.42,2.18,3,-1,5,45
3682 亞太電,2013/12/31,3,782,131,42,100,94,56.09,,0.03,5.13,9.33,7,3,1,0,201
1414 東和,2013/12/31,6,417,19,26,100,2,1.44,,0.11,2.81,7.32,1,1,12,6,13
2408 南亞科,2013/12/31,9,-165,140,104,-272,60,133.35,,3.24,10.7,-5.44,1.77,-15,17,774,452
8150 南茂,2013/12/31,4,802,123,63,100,68,57.63,,1.06,6.82,13.26,2.45,3,1,42,194
2528 皇普,2013/12/31,9,632,12,74,100,87,10.96,,0.53,8.86,14.25,1.55,-229,-8889,16,19
1583 程泰,2013/12/31,6,456,60,58,68,-40,5.98,,0.7,6.02,10.4,1.33,8,30,82,59
2344 華邦電,2013/12/31,6,617,140,7,91,45,72.52,,0.9,1.14,3.44,2.41,7,4,33,331
1532 勤美,2013/12/31,7,508,120,36,67,-40,-1.65,+,1.97,3.27,9.6,1.97,-2,40,64,149
4919 新唐,2013/12/31,5,591,47,45,100,64,9.24,,0,5.68,6.57,0.66,2,8,6,68
4532 瑞智,2013/12/31,4,683,106,55,87,46,5.88,+,0.48,6.01,9.15,1.57,1,-3,60,165
2331 精英,2013/12/31,4,697,140,13,100,79,46.03,,0.04,2.55,1.73,1.25,8,-1,9,634
1805 寶徠,2013/12/31,8,587,15,84,69,99,9.5,,1.63,9.82,7.64,3.63,-81,-3937,20,25
3018 同開,2013/12/31,7,238,5,-3,92,-40,0.64,,0.26,-0.88,-2.46,1.96,-32,0,27,7
3037 欣興,2013/12/31,3,641,140,11,87,69,90.02,,0.84,1.85,3.47,1.58,1,-1,65,599
2316 楠梓電,2013/12/31,5,490,64,16,89,50,7.6,,0.63,2.76,2.79,1.6,7,8,38,61
2606 裕民,2013/12/31,4,520,84,17,79,44,25.99,,4.21,1.68,6.84,1.37,2,0,91,71
1477 聚陽,2013/12/31,3,744,92,90,77,60,9.84,+,0.2,14.87,9.05,4.08,-2,0,31,179
2429 銘旺科,2013/12/31,9,207,4,-32,88,30,-0.7,,0.49,-10.52,-12.72,2.29,42,6,8,6
5469 瀚宇博,2013/12/31,4,447,140,-3,41,53,42.68,,0.99,0.31,-3.01,1.87,5,4,160,510
2486 一詮,2013/12/31,6,458,60,16,91,17,14.1,,1.14,2.18,4.97,2.81,23,-5,65,67
3130 一零四,2013/12/31,5,689,14,90,100,93,3.64,,0.01,13.55,12.93,3.48,-4,0,0,22
1515 力山,2013/12/31,6,354,34,2,80,41,0.24,,1.24,1.2,1.68,2.82,17,2,64,33
6239 力成,2013/12/31,4,713,140,20,100,72,126.54,,0.67,-4.01,13.4,1.38,0,5,52,376
1447 力鵬,2013/12/31,5,674,119,38,84,70,4.95,,0.24,6.04,3.52,1.24,12,-6,40,265
1307 三芳,2013/12/31,4,666,78,56,98,50,13.79,,0.36,6.83,9.06,1.41,-2,7,41,105
1721 三晃,2013/12/31,8,303,11,-7,83,55,1.87,,0.77,-2.49,-2.36,2.58,-13,-4,59,17
2905 三商,2013/12/31,5,717,140,13,100,99,966.52,,0.08,0.27,-2.04,1.18,2,-1,49,1641
9946 三發地產,2013/12/31,7,635,60,117,32,68,9.78,+,1.79,14.57,27.58,2.44,-3,-1152,122,55
2206 三陽工業,2013/12/31,6,500,140,-3,59,53,-16.39,+,1.1,-0.29,-2.86,2.78,1,3,90,326
6128 上福,2013/12/31,5,555,15,75,86,42,3.38,,0.53,9.15,15,1.54,-7,-17,32,17
2049 上銀,2013/12/31,4,599,105,86,57,-40,26.2,,1.36,7.75,23.22,1.45,16,19,102,124
1316 上曜,2013/12/31,8,192,13,-17,86,-40,-1.41,,2.39,-4.94,-9.1,3.62,9,79,55,13
1503 士電,2013/12/31,4,586,126,13,91,21,17.33,,0.21,2.08,3.98,1.26,14,-8,15,196
2739 寒舍,2013/12/31,-,559,31,70,80,41,9.28,,0.64,9.1,9.39,3.27,,,26,44
3008 大立光,2013/12/31,2,986,140,120,100,46,113,,0,27.6,39.34,0.04,-3,4,0,274
2371 大同,2013/12/31,7,391,140,-10,30,50,58.08,,3.06,-1.82,-3.24,3.77,-1,1,140,1129
2027 大成鋼,2013/12/31,7,331,140,2,28,-40,-2.19,+,1.42,1.33,2.08,2.6,2,19,156,386
1210 大成,2013/12/31,4,714,140,38,77,89,45.01,,0.22,6.59,0.89,1.93,-2,0,56,905
1321 大洋,2013/12/31,6,459,58,1,87,81,2.2,,0.32,0.33,1.31,1.49,0,-4,26,59
1232 大統益,2013/12/31,4,756,75,70,100,96,18.9,,0.02,14.55,3.65,1.33,0,-6,4,200
3167 大量,2013/12/31,5,476,18,60,100,-40,1.61,,0.67,7.38,7.85,2.21,17,-16,46,22
1521 大億,2013/12/31,4,605,29,68,95,58,3.96,,0.03,10.26,6.44,2.47,6,0,0,42
3702 大聯大,2013/12/31,4,620,140,31,57,75,-46.91,+,0.19,4.21,1.53,1.65,-5,-4,128,4063
8473 山林水,2013/12/31,-,364,18,62,61,-40,8.11,,9.73,4.53,33.06,3.48,-14,16,74,12
2059 川湖,2013/12/31,3,789,43,119,100,46,18.07,,0.39,20.52,39.68,2.38,4,5,7,38
5521 工信,2013/12/31,5,310,52,7,75,-40,-3.32,+,1.15,1.55,2.91,2.24,-8,-7,52,44
